name,online_order,book_table,rate,votes,location,rest_type,cost2plates,category,grouped_cuisines
cafe nibras,No,No,3.4,11,Banaswadi,Cafe,400.0,Dine-out,Western Cuisine
cool corner arun ice cream,No,No,3.5,8,Frazer Town,Dessert Parlor,200.0,Desserts,Desserts & Beverages
bistro claytopia,Yes,Yes,4.1,41,Koramangala 1st Block,Cafe,600.0,Dine-out,Western Cuisine
subhash mess,No,No,3.7,23,New BEL Road,Others,200.0,Delivery,North Indian Cuisine
juice berg,Yes,No,3.7,45,Brookefield,Others,300.0,Dine-out,Fast Food & Street Food
iyengar's bakery,No,No,3.7,0,JP Nagar,Bakery,600.0,Desserts,Fast Food & Street Food
indus family restaurant,Yes,No,3.8,117,BTM,Casual Dining,600.0,Dine-out,North Indian Cuisine
biryani magic,Yes,No,3.5,31,BTM,Quick Bites,300.0,Dine-out,North Indian Cuisine
wood fire pizza,Yes,No,3.7,0,HBR Layout,Quick Bites,350.0,Dine-out,Western Cuisine
cupp,No,No,3.7,0,BTM,Cafe,550.0,Dine-out,Fast Food & Street Food
shiv shakti hotel,No,No,3.7,0,Bellandur,Quick Bites,200.0,Delivery,North Indian Cuisine
new prashanth hotel,No,No,2.9,34,Basavanagudi,Casual Dining,750.0,Dine-out,North Indian Cuisine
sri rama,No,No,3.2,4,Shivajinagar,Quick Bites,200.0,Dine-out,South Indian Cuisine
cafe centralis,Yes,No,2.8,114,New BEL Road,Cafe,600.0,Delivery,Fusion & Miscellaneous
the fat chef,Yes,Yes,4.1,41,Whitefield,Casual Dining,400.0,Delivery,North Indian Cuisine
the ritz-carlton bar - the ritz-carlton,No,No,4.0,95,Residency Road,Others,400.0,Drinks & nightlife,Fusion & Miscellaneous
the fiery indian kitchen,Yes,No,3.7,0,Electronic City,Casual Dining,650.0,Dine-out,North Indian Cuisine
masale daan,Yes,No,3.2,5,Richmond Road,Delivery,350.0,Delivery,North Indian Cuisine
shan restaurant,Yes,No,3.0,20,Brigade Road,Casual Dining,400.0,Delivery,North Indian Cuisine
chettayees,Yes,No,3.4,155,BTM,Quick Bites,400.0,Delivery,North Indian Cuisine
svadu sweets,No,No,3.3,6,BTM,Others,200.0,Delivery,Fusion/Contemporary Indian Cuisine
kamat swaad,Yes,No,3.9,194,JP Nagar,Casual Dining,400.0,Delivery,North Indian Cuisine
sangam sweets,Yes,No,3.1,27,Seshadripuram,Others,200.0,Delivery,Fusion/Contemporary Indian Cuisine
salut,Yes,Yes,4.1,447,Jayanagar,Others,400.0,Delivery,Western Cuisine
mumbai kulfi,Yes,No,4.0,92,HSR,Dessert Parlor,100.0,Delivery,Desserts & Beverages
bangalore bytes,Yes,No,3.5,121,Brigade Road,Quick Bites,300.0,Dine-out,South Indian Cuisine
cafe fattoush,Yes,No,3.8,24,BTM,Cafe,700.0,Delivery,Fusion & Miscellaneous
flavors of india,Yes,Yes,3.7,37,Bellandur,Casual Dining,400.0,Buffet,North Indian Cuisine
lassi pot,Yes,No,3.3,4,BTM,Beverage Shop,250.0,Delivery,Desserts & Beverages
shaap,Yes,No,4.0,237,Indiranagar,Casual Dining,500.0,Dine-out,South Indian Cuisine
andhra spicy food court,Yes,No,3.2,22,Electronic City,Quick Bites,400.0,Dine-out,South Indian Cuisine
pop hop,Yes,No,4.1,205,Jayanagar,Dessert Parlor,300.0,Delivery,Desserts & Beverages
tella tales,Yes,No,4.2,414,Koramangala 5th Block,Cafe,700.0,Delivery,Desserts & Beverages
inhouse burger,Yes,No,4.0,173,Marathahalli,Quick Bites,400.0,Delivery,Fast Food & Street Food
northern route,Yes,No,4.1,159,St. Marks Road,Quick Bites,300.0,Dine-out,North Indian Cuisine
cafe of joy,No,No,3.7,51,Whitefield,Casual Dining,600.0,Delivery,Western Cuisine
ovenstory pizza,Yes,No,4.1,192,Koramangala 8th Block,Delivery,750.0,Delivery,Western Cuisine
on the nose,Yes,No,3.8,41,BTM,Cafe,600.0,Dine-out,Asian Cuisine
bhairaveshwara military hotel,Yes,No,4.1,141,Malleshwaram,Quick Bites,250.0,Delivery,South Indian Cuisine
le rock,Yes,No,4.0,41,Brigade Road,Bar,400.0,Drinks & nightlife,Asian Cuisine
yumms,No,No,3.7,0,Majestic,Others,250.0,Desserts,Fusion & Miscellaneous
ghee rice family restaurant,No,No,3.4,16,Wilson Garden,Casual Dining,600.0,Dine-out,North Indian Cuisine
capsicum family restaurant,Yes,No,3.8,257,BTM,Casual Dining,800.0,Delivery,North Indian Cuisine
chinese fire dragon,Yes,No,3.4,25,Domlur,Casual Dining,550.0,Dine-out,North Indian Cuisine
sattvam,No,No,4.3,353,JP Nagar,Casual Dining,400.0,Dine-out,North Indian Cuisine
ta'aam,Yes,No,4.1,403,Cunningham Road,Casual Dining,750.0,Delivery,North Indian Cuisine
eat & joy restaurant,Yes,No,3.0,7,JP Nagar,Quick Bites,300.0,Dine-out,Fast Food & Street Food
amma's cafe,No,No,3.2,6,HSR,Quick Bites,300.0,Dine-out,Fast Food & Street Food
dyu art cafe,No,No,4.5,41,Koramangala 5th Block,Cafe,800.0,Cafes,Western Cuisine
faasos,Yes,No,3.8,204,Others,Delivery,500.0,Delivery,North Indian Cuisine
babu moshai,Yes,No,3.0,43,Bannerghatta Road,Quick Bites,500.0,Delivery,East Indian Cuisine
mustard cafe,Yes,No,4.1,41,Koramangala 3rd Block,Cafe,800.0,Cafes,Western Cuisine
sri sharana basaveshwara khanavali,No,No,3.7,0,BTM,Quick Bites,200.0,Dine-out,South Indian Cuisine
marahaba,Yes,No,3.0,7,Koramangala 6th Block,Quick Bites,400.0,Delivery,Western Cuisine
eat.fit,Yes,No,4.5,41,BTM,Delivery,500.0,Delivery,North Indian Cuisine
khan saab hotel,Yes,No,3.1,16,Bommanahalli,Quick Bites,300.0,Delivery,North Indian Cuisine
orchid wine and dine,No,No,3.0,9,Banaswadi,Casual Dining,700.0,Dine-out,North Indian Cuisine
bread and circus,Yes,No,3.7,50,Shanti Nagar,Cafe,550.0,Delivery,Western Cuisine
cool corner arun ice cream,Yes,No,3.5,8,Frazer Town,Dessert Parlor,200.0,Delivery,Desserts & Beverages
waffle stories,Yes,No,3.8,31,Banaswadi,Food Court,300.0,Desserts,Desserts & Beverages
onesta,Yes,Yes,4.4,41,JP Nagar,Others,600.0,Delivery,Western Cuisine
stoked!,No,No,4.3,294,Koramangala 4th Block,Cafe,850.0,Dine-out,Western Cuisine
pig out,No,No,3.2,9,Kammanahalli,Quick Bites,300.0,Delivery,South Indian Cuisine
mama mia!,Yes,No,4.3,420,Indiranagar,Others,400.0,Cafes,Desserts & Beverages
the himalayan,No,Yes,4.4,326,Koramangala 5th Block,Casual Dining,400.0,Dine-out,Fusion & Miscellaneous
kulfisthan,Yes,No,3.5,7,HSR,Dessert Parlor,150.0,Delivery,Desserts & Beverages
dawat,Yes,No,3.5,57,Marathahalli,Quick Bites,400.0,Delivery,North Indian Cuisine
krishna vijayashree,Yes,No,3.5,13,Bannerghatta Road,Casual Dining,700.0,Dine-out,North Indian Cuisine
kickin burger,Yes,No,3.1,22,Jayanagar,Quick Bites,400.0,Dine-out,Fast Food & Street Food
myrasoiya.com,Yes,No,3.4,20,Sarjapur Road,Delivery,350.0,Delivery,North Indian Cuisine
swathi restaurant,Yes,No,3.7,0,HSR,"Takeaway, Delivery",400.0,Delivery,North Indian Cuisine
cakewalk,No,No,4.0,366,Koramangala 4th Block,Others,300.0,Desserts,Desserts & Beverages
hotel salala,No,No,3.7,73,Old Airport Road,Quick Bites,400.0,Delivery,North Indian Cuisine
brownie heaven,Yes,No,4.3,132,Indiranagar,Dessert Parlor,300.0,Desserts,Desserts & Beverages
jayanagar grill house,Yes,No,3.5,35,Jayanagar,Quick Bites,250.0,Dine-out,Mughlai & Hyderabadi Cuisine
hyderabad biryaani house,Yes,No,4.1,41,Koramangala 5th Block,Casual Dining,750.0,Dine-out,North Indian Cuisine
hotel lakshmi paradise,No,No,3.3,7,Bannerghatta Road,Quick Bites,400.0,Dine-out,North Indian Cuisine
ambur hot dum biriyani & kabab center,No,No,3.7,0,Thippasandra,Quick Bites,200.0,Dine-out,Mughlai & Hyderabadi Cuisine
abhiruchi hotel,Yes,No,3.2,12,Bommanahalli,Casual Dining,500.0,Delivery,North Indian Cuisine
jini's goodies,No,No,3.7,0,Indiranagar,Delivery,500.0,Desserts,Desserts & Beverages
panchami garden,No,No,3.5,56,Bannerghatta Road,Quick Bites,400.0,Dine-out,North Indian Cuisine
kabab mehal,Yes,No,3.7,66,JP Nagar,Quick Bites,400.0,Dine-out,North Indian Cuisine
masala kitchen,No,No,3.7,0,Brigade Road,Casual Dining,700.0,Dine-out,North Indian Cuisine
chaithanya andhra style family restaurant,No,No,3.2,4,Cunningham Road,Casual Dining,600.0,Dine-out,North Indian Cuisine
an egg story,No,No,4.1,41,Brookefield,Cafe,600.0,Dine-out,Western Cuisine
california burrito,No,No,4.0,53,Cunningham Road,Quick Bites,400.0,Delivery,Fast Food & Street Food
spices the food joint,No,No,3.1,9,Rajajinagar,Casual Dining,550.0,Delivery,North Indian Cuisine
polar bear,Yes,No,4.2,195,Koramangala 6th Block,Dessert Parlor,400.0,Desserts,Fast Food & Street Food
magnolia,Yes,Yes,4.1,41,Koramangala 3rd Block,Casual Dining,900.0,Buffet,Asian Cuisine
yaduvanshi hotel,No,No,3.7,0,BTM,Quick Bites,300.0,Delivery,Asian Cuisine
bang - the ritz-carlton,No,Yes,4.2,479,Residency Road,Others,400.0,Dine-out,Fusion & Miscellaneous
cake genie,No,No,3.9,149,Indiranagar,Dessert Parlor,300.0,Desserts,Fast Food & Street Food
smack,No,No,3.7,0,Koramangala 1st Block,Quick Bites,200.0,Dine-out,Fast Food & Street Food
cafe happytizing,Yes,No,4.1,354,Electronic City,Cafe,700.0,Dine-out,North Indian Cuisine
sector 7 cafãâãâãâãâãâãâãâãâ©,Yes,No,4.3,41,HSR,Cafe,700.0,Dine-out,Western Cuisine
juice fresco,Yes,No,3.4,7,Koramangala 4th Block,Beverage Shop,150.0,Delivery,Desserts & Beverages
priyadarshini veg,No,No,3.9,156,Yeshwantpur,Quick Bites,300.0,Dine-out,North Indian Cuisine
devanna dum biriyani centre,Yes,No,3.6,28,Banashankari,Quick Bites,300.0,Delivery,South Indian Cuisine
leon's take away,Yes,No,3.7,215,Banaswadi,"Takeaway, Delivery",450.0,Delivery,North Indian Cuisine
jonah's,Yes,Yes,4.1,41,Indiranagar,"Casual Dining, Bar",1100.0,Drinks & nightlife,Western Cuisine
murugan mess,No,No,3.3,7,Shivajinagar,Others,150.0,Dine-out,South Indian Cuisine
bangalore agarwal bhavan,Yes,No,3.9,138,Jayanagar,Quick Bites,400.0,Dine-out,North Indian Cuisine
potu's kitchen,No,No,3.7,0,JP Nagar,Quick Bites,300.0,Dine-out,North Indian Cuisine
pot-o-noodles,No,Yes,4.3,164,Koramangala 4th Block,Casual Dining,800.0,Delivery,Asian Cuisine
bengaluru square,No,No,3.5,25,Marathahalli,Quick Bites,300.0,Dine-out,South Indian Cuisine
keys cafe - keys hotel,No,No,2.8,161,Whitefield,"Casual Dining, Bar",400.0,Dine-out,North Indian Cuisine
maa'r rannaghor,Yes,No,3.8,22,JP Nagar,Quick Bites,400.0,Delivery,East Indian Cuisine
kitchen on table,Yes,No,4.0,48,Brigade Road,Casual Dining,400.0,Dine-out,Asian Cuisine
capri gastrobar,No,Yes,4.3,300,St. Marks Road,Others,400.0,Pubs and bars,Asian Cuisine
rk fast food,No,No,3.7,0,BTM,Quick Bites,300.0,Delivery,South Indian Cuisine
petoo,No,No,3.7,32,Commercial Street,Casual Dining,800.0,Delivery,North Indian Cuisine
paakam,Yes,No,3.7,64,Marathahalli,Quick Bites,150.0,Dine-out,South Indian Cuisine
walnut kitchen,No,No,3.0,10,Domlur,Quick Bites,500.0,Dine-out,North Indian Cuisine
royanna military canteen,Yes,No,3.7,0,Brigade Road,Quick Bites,200.0,Delivery,South Indian Cuisine
murali military hotel,No,No,3.7,0,BTM,Quick Bites,300.0,Delivery,South Indian Cuisine
biryani nights,Yes,No,3.6,19,Bannerghatta Road,Quick Bites,400.0,Delivery,North Indian Cuisine
cafe zuppa,Yes,No,3.7,0,JP Nagar,Cafe,450.0,Desserts,Western Cuisine
jini's goodies,No,No,3.7,0,Indiranagar,Delivery,500.0,Delivery,Desserts & Beverages
rs shiv sagar,No,No,3.7,217,Basavanagudi,Casual Dining,450.0,Delivery,North Indian Cuisine
siddique kabab centre,Yes,No,3.9,430,Frazer Town,Casual Dining,550.0,Delivery,North Indian Cuisine
new bhangaru sweets,No,No,3.7,0,BTM,Others,300.0,Desserts,Fusion & Miscellaneous
ayda persian kitchen,Yes,No,3.9,224,Church Street,Casual Dining,950.0,Delivery,North Indian Cuisine
odia by nature,No,No,3.7,41,Marathahalli,Quick Bites,500.0,Delivery,East Indian Cuisine
new ambur hot dum biryani,No,No,3.1,9,Brookefield,Quick Bites,300.0,Dine-out,Mughlai & Hyderabadi Cuisine
bombay kulfi,No,No,3.7,0,Koramangala 1st Block,Dessert Parlor,150.0,Desserts,Desserts & Beverages
pockets and bowls,No,No,3.3,5,Koramangala 3rd Block,Delivery,500.0,Delivery,North Indian Cuisine
the eatery cafe and restaurant,No,No,3.7,0,Koramangala 7th Block,Cafe,500.0,Cafes,Western Cuisine
punjabi nawabi,Yes,No,4.0,108,Koramangala 1st Block,Casual Dining,500.0,Delivery,North Indian Cuisine
mast kalandar,No,No,2.4,142,Electronic City,Casual Dining,450.0,Dine-out,North Indian Cuisine
chung wah,Yes,No,4.0,314,Koramangala 5th Block,Casual Dining,800.0,Delivery,Asian Cuisine
new udupi fresh juice centre,No,No,3.4,9,Others,Quick Bites,200.0,Dine-out,Fast Food & Street Food
laughing llama gastropub,Yes,Yes,4.2,409,Brigade Road,Others,400.0,Dine-out,Western Cuisine
supreme biryani,Yes,No,3.7,0,South Bangalore,"Takeaway, Delivery",400.0,Delivery,Mughlai & Hyderabadi Cuisine
rajanna military hotel,Yes,No,4.1,164,Jayanagar,Quick Bites,400.0,Delivery,Mughlai & Hyderabadi Cuisine
kanha's kafe,No,No,3.5,12,Koramangala 5th Block,Quick Bites,200.0,Dine-out,North Indian Cuisine
hushy's kitchen,Yes,No,3.5,58,Shanti Nagar,Quick Bites,300.0,Delivery,Fast Food & Street Food
biriyani fest,Yes,No,2.9,33,New BEL Road,Delivery,700.0,Delivery,North Indian Cuisine
bhojan@99,Yes,No,3.7,0,Bannerghatta Road,Quick Bites,200.0,Dine-out,Fast Food & Street Food
midnight hunger solutions 24/7,No,No,3.2,11,Koramangala 5th Block,Delivery,500.0,Delivery,North Indian Cuisine
tasty jigarthanda,Yes,No,3.4,10,BTM,Beverage Shop,150.0,Delivery,Desserts & Beverages
punjabi tadka,Yes,No,2.8,188,HSR,Casual Dining,400.0,Delivery,North Indian Cuisine
goodness! beverages,Yes,No,3.7,0,Whitefield,"Takeaway, Delivery",250.0,Delivery,Desserts & Beverages
cafe grill,Yes,No,4.1,41,Jeevan Bhima Nagar,Quick Bites,300.0,Dine-out,North Indian Cuisine
refills eatery and beverages,Yes,No,3.8,91,BTM,Delivery,450.0,Delivery,North Indian Cuisine
tadkawala,Yes,No,3.4,87,Vasanth Nagar,"Takeaway, Delivery",200.0,Delivery,North Indian Cuisine
hotel durga shree grand,Yes,No,3.6,6,Rajajinagar,Quick Bites,200.0,Delivery,North Indian Cuisine
mojo pizza - 2x toppings,Yes,No,4.4,115,Koramangala 6th Block,"Takeaway, Delivery",600.0,Delivery,Western Cuisine
kapoor's biriyani,Yes,No,3.3,334,BTM,Quick Bites,400.0,Delivery,North Indian Cuisine
berrylicious,Yes,No,3.8,89,JP Nagar,Dessert Parlor,400.0,Desserts,Desserts & Beverages
food singh,Yes,No,3.7,0,JP Nagar,Delivery,500.0,Delivery,North Indian Cuisine
bangalore masala house,Yes,No,4.1,257,Vasanth Nagar,Cafe,500.0,Delivery,Asian Cuisine
fog city cafe,Yes,No,3.7,0,Indiranagar,Cafe,500.0,Delivery,Western Cuisine
north indian hotel,No,No,3.5,11,Shivajinagar,Quick Bites,200.0,Dine-out,North Indian Cuisine
north indian hotel,No,No,3.4,11,Shivajinagar,Quick Bites,200.0,Dine-out,North Indian Cuisine
vasudev adiga's,No,No,2.3,291,Bannerghatta Road,Casual Dining,250.0,Dine-out,North Indian Cuisine
let's eat desi chinese,No,No,3.7,0,Shanti Nagar,Quick Bites,300.0,Dine-out,Asian Cuisine
agraharaa,No,No,3.7,0,Koramangala 6th Block,Quick Bites,150.0,Dine-out,South Indian Cuisine
la madeleine patisserie,No,No,3.9,71,Indiranagar,"Takeaway, Delivery",200.0,Desserts,Fusion & Miscellaneous
cranganore house,No,No,3.4,11,Sarjapur Road,"Takeaway, Delivery",400.0,Delivery,Seafood
curries & chillies,Yes,No,3.1,13,Kalyan Nagar,Quick Bites,400.0,Dine-out,South Indian Cuisine
kolkata famous kathi rolls,Yes,No,3.6,37,Brookefield,Quick Bites,150.0,Dine-out,Asian Cuisine
mak n vak - fyn,Yes,No,3.9,338,HSR,Quick Bites,500.0,Delivery,North Indian Cuisine
spicy gobi magic,No,No,3.7,0,Shanti Nagar,Quick Bites,150.0,Dine-out,South Indian Cuisine
indigo xp,No,No,4.2,41,Koramangala 5th Block,Others,400.0,Pubs and bars,North Indian Cuisine
cookie man,Yes,No,3.2,5,Whitefield,Bakery,150.0,Desserts,Fusion & Miscellaneous
grilled fish,No,No,3.7,0,Rajajinagar,"Takeaway, Delivery",400.0,Delivery,Mughlai & Hyderabadi Cuisine
gowdara naati mane,No,No,3.4,7,Residency Road,Quick Bites,500.0,Dine-out,South Indian Cuisine
mesa lounge bar - svenska design hotel,No,Yes,3.5,49,Electronic City,Others,400.0,Delivery,North Indian Cuisine
sathya's,No,Yes,4.1,41,Koramangala 3rd Block,Bar,400.0,Dine-out,North Indian Cuisine
nimmoora thindi,No,No,3.7,0,Others,Quick Bites,400.0,Dine-out,North Indian Cuisine
prawn crunch,No,No,3.7,0,St. Marks Road,Quick Bites,400.0,Delivery,Fast Food & Street Food
fava,No,Yes,4.4,41,Lavelle Road,"Casual Dining, Bar",400.0,Drinks & nightlife,Mughlai & Hyderabadi Cuisine
the orchid,No,No,3.7,55,Majestic,Casual Dining,400.0,Dine-out,North Indian Cuisine
breadworks,Yes,No,2.9,48,Indiranagar,Others,500.0,Dine-out,Fusion & Miscellaneous
cream and bakes,No,No,3.3,7,Basaveshwara Nagar,Dessert Parlor,100.0,Desserts,Desserts & Beverages
kulfi & more,No,No,3.7,0,Banashankari,Dessert Parlor,150.0,Delivery,Desserts & Beverages
jashn,Yes,No,3.7,132,Marathahalli,Casual Dining,750.0,Dine-out,North Indian Cuisine
andhra bhojanam,Yes,No,3.2,23,BTM,"Takeaway, Delivery",600.0,Delivery,North Indian Cuisine
paratha darbar,Yes,No,3.5,15,Koramangala 1st Block,Quick Bites,400.0,Dine-out,North Indian Cuisine
jfd cafe,No,No,3.7,0,Electronic City,Cafe,400.0,Desserts,Fast Food & Street Food
cakezone,No,No,4.1,193,Marathahalli,Bakery,500.0,Desserts,Desserts & Beverages
chaat express,Yes,No,3.5,14,HSR,Quick Bites,200.0,Delivery,North Indian Cuisine
meenu oota da maane,Yes,No,3.1,23,Brigade Road,Casual Dining,700.0,Delivery,Asian Cuisine
hanoi - vietnamese cuisine,Yes,Yes,4.4,41,Koramangala 4th Block,Casual Dining,1000.0,Delivery,Asian Cuisine
sri sapana dhaba,Yes,No,3.3,9,BTM,Quick Bites,250.0,Dine-out,North Indian Cuisine
btm bawarchi biryani,No,No,3.7,0,Bellandur,Casual Dining,600.0,Delivery,North Indian Cuisine
cafe xtasi,No,No,3.0,17,"Varthur Main Road, Whitefield","Takeaway, Delivery",555.4,Delivery,Western Cuisine
lazeez,Yes,No,3.1,41,Koramangala 5th Block,Casual Dining,600.0,Delivery,North Indian Cuisine
al madhina roll house,No,No,3.4,6,Kalyan Nagar,Quick Bites,350.0,Dine-out,North Indian Cuisine
sweet chariot cafe,Yes,No,3.8,113,Residency Road,Dessert Parlor,500.0,Dine-out,Western Cuisine
mamatha restaurant,Yes,No,2.6,74,Bommanahalli,Casual Dining,700.0,Delivery,North Indian Cuisine
mahek pizza,Yes,No,3.9,38,JP Nagar,Quick Bites,400.0,Delivery,Western Cuisine
vijayawadavari sandya andhra mess,Yes,No,3.6,18,Electronic City,Others,200.0,Delivery,South Indian Cuisine
the food cottage,Yes,No,3.7,48,BTM,Quick Bites,350.0,Dine-out,North Indian Cuisine
cafãâãâãâãâãâãâãâãâ© felix,Yes,Yes,4.4,41,MG Road,Others,400.0,Cafes,Western Cuisine
lucknowi dabba,Yes,No,3.7,21,Koramangala 1st Block,Delivery,300.0,Delivery,North Indian Cuisine
keys cafe - keys hotel,No,No,2.8,161,Whitefield,"Casual Dining, Bar",400.0,Buffet,North Indian Cuisine
aromas of south,Yes,No,3.7,46,Race Course Road,Casual Dining,1000.0,Delivery,South Indian Cuisine
papa khan biryani,No,No,3.7,0,Bannerghatta Road,"Takeaway, Delivery",300.0,Delivery,North Indian Cuisine
tea villa cafe,Yes,Yes,4.2,41,HSR,Others,800.0,Delivery,Western Cuisine
aubree le chocolatier,No,No,3.5,16,Koramangala 6th Block,Dessert Parlor,300.0,Delivery,Desserts & Beverages
lassi xpress,No,No,3.4,7,"ITPL Main Road, Whitefield",Beverage Shop,200.0,Delivery,Fast Food & Street Food
oven fresh,No,No,3.7,0,Domlur,Bakery,600.0,Delivery,Fast Food & Street Food
nu.tree,Yes,No,4.4,278,Sarjapur Road,Delivery,400.0,Delivery,North Indian Cuisine
sri sai ram's,No,No,4.2,62,Malleshwaram,Quick Bites,200.0,Dine-out,Fusion/Contemporary Indian Cuisine
sagar fast food,Yes,No,3.7,0,HSR,Quick Bites,250.0,Dine-out,North Indian Cuisine
aramane donne biriyani,Yes,No,3.9,191,BTM,Quick Bites,300.0,Dine-out,Mughlai & Hyderabadi Cuisine
samosa singh,Yes,No,3.7,0,HSR,Quick Bites,250.0,Delivery,North Indian Cuisine
zanzibar - davanam sarovar portico suites,No,No,3.5,39,BTM,Bar,400.0,Dine-out,Fusion & Miscellaneous
amdo's corner tibetan foods,No,No,4.0,47,Richmond Road,Quick Bites,250.0,Dine-out,Asian Cuisine
zaitoon,Yes,Yes,4.2,41,Old Airport Road,Casual Dining,1000.0,Dine-out,North Indian Cuisine
eat well,Yes,No,2.9,22,JP Nagar,Delivery,400.0,Delivery,North Indian Cuisine
bubble bee,Yes,No,3.9,46,HSR,Dessert Parlor,400.0,Delivery,Desserts & Beverages
roof top gastro bar,No,No,3.7,0,Ulsoor,Bar,400.0,Pubs and bars,Asian Cuisine
eagle bar & restaurant,No,No,3.1,14,JP Nagar,"Casual Dining, Bar",700.0,Dine-out,North Indian Cuisine
homely kitchen,Yes,No,3.7,0,Indiranagar,"Takeaway, Delivery",300.0,Dine-out,North Indian Cuisine
caffe maven,Yes,No,3.4,25,Residency Road,Quick Bites,300.0,Delivery,North Indian Cuisine
bhagini iris,No,No,3.6,115,Whitefield,Casual Dining,600.0,Dine-out,North Indian Cuisine
wow momo,Yes,No,3.5,6,MG Road,Quick Bites,400.0,Dine-out,Asian Cuisine
halli kitchen,Yes,No,2.5,63,Electronic City,Quick Bites,300.0,Dine-out,South Indian Cuisine
sotang's,No,No,3.3,9,Kammanahalli,Quick Bites,250.0,Dine-out,North Indian Cuisine
desi vdesi,Yes,No,3.9,113,Shanti Nagar,Quick Bites,250.0,Dine-out,North Indian Cuisine
punjabites,Yes,No,3.9,9,HSR,"Takeaway, Delivery",400.0,Delivery,North Indian Cuisine
appetite workstation,Yes,No,3.6,16,Sarjapur Road,Quick Bites,500.0,Delivery,North Indian Cuisine
unlock - the restobar - keys hotel,No,No,3.7,32,Whitefield,Others,400.0,Drinks & nightlife,Fusion & Miscellaneous
the andhra bhojanam,Yes,No,3.2,4,"ITPL Main Road, Whitefield",Others,300.0,Delivery,South Indian Cuisine
bhavani sri,Yes,No,3.0,112,Indiranagar,Casual Dining,600.0,Delivery,North Indian Cuisine
ging - royal orchid central,Yes,Yes,4.3,225,MG Road,Others,400.0,Dine-out,Asian Cuisine
lazeez fast food,No,No,3.7,0,New BEL Road,Quick Bites,300.0,Delivery,North Indian Cuisine
udupi upahar,Yes,No,3.8,58,Banashankari,Quick Bites,300.0,Dine-out,North Indian Cuisine
hotel new sagar,No,No,3.7,0,Shivajinagar,Quick Bites,300.0,Dine-out,North Indian Cuisine
chicken man,Yes,No,3.7,48,Bellandur,Others,400.0,Dine-out,Fast Food & Street Food
kung foods,No,No,3.7,0,Commercial Street,Quick Bites,500.0,Delivery,Asian Cuisine
night diaries,No,No,3.1,16,Whitefield,Quick Bites,300.0,Delivery,North Indian Cuisine
little chef,No,No,4.0,101,Richmond Road,Casual Dining,550.0,Dine-out,Asian Cuisine
sichuan,Yes,No,4.0,41,HSR,Casual Dining,800.0,Delivery,Asian Cuisine
foodishq,Yes,No,3.7,72,Whitefield,Quick Bites,450.0,Delivery,North Indian Cuisine
cafesta,Yes,No,4.3,41,Whitefield,Cafe,550.0,Dine-out,Western Cuisine
cold fusion,Yes,No,3.7,0,Whitefield,Dessert Parlor,300.0,Desserts,Desserts & Beverages
stoner,Yes,No,4.5,41,Koramangala 5th Block,Others,500.0,Desserts,Western Cuisine
kanti's,No,No,3.1,64,Thippasandra,Others,300.0,Desserts,Fusion/Contemporary Indian Cuisine
south calcutta sweets & chat,No,No,3.7,0,Shivajinagar,Quick Bites,200.0,Desserts,Fusion/Contemporary Indian Cuisine
daily bread,No,No,3.7,0,Whitefield,Bakery,600.0,Dine-out,Western Cuisine
kanti sweets,Yes,No,3.8,113,Rajajinagar,Quick Bites,400.0,Delivery,Fusion/Contemporary Indian Cuisine
cupcake bliss,No,No,3.7,0,Koramangala 7th Block,Delivery,250.0,Delivery,Fusion & Miscellaneous
jimi's beer cafe,No,No,3.8,41,Koramangala 6th Block,Others,400.0,Drinks & nightlife,North Indian Cuisine
the street kitchen,Yes,No,3.7,16,New BEL Road,Quick Bites,300.0,Delivery,North Indian Cuisine
rajdhani special chole bhature,No,No,3.7,0,JP Nagar,Quick Bites,200.0,Dine-out,North Indian Cuisine
biryani food corner,No,No,3.7,0,Yeshwantpur,Quick Bites,400.0,Dine-out,North Indian Cuisine
the fat chef,Yes,Yes,4.1,41,Whitefield,Casual Dining,400.0,Delivery,North Indian Cuisine
the yummy tummy,No,No,3.5,13,Bannerghatta Road,Quick Bites,200.0,Delivery,North Indian Cuisine
carnatic,No,Yes,4.2,187,Church Street,Casual Dining,1000.0,Dine-out,South Indian Cuisine
wat bar - sterlings mac hotel,No,No,3.8,46,Old Airport Road,Others,400.0,Dine-out,Western Cuisine
new gfc dum biryani,No,No,3.7,0,HSR,Quick Bites,250.0,Dine-out,South Indian Cuisine
cobaja,Yes,Yes,4.3,55,Brigade Road,Casual Dining,700.0,Delivery,South Indian Cuisine
new taj,Yes,No,3.3,111,Ulsoor,Quick Bites,300.0,Delivery,North Indian Cuisine
shahi family restaurant,Yes,No,3.4,69,Ulsoor,Quick Bites,350.0,Delivery,North Indian Cuisine
kc das - sweet sadan,Yes,No,3.0,36,Malleshwaram,Others,200.0,Delivery,Fusion/Contemporary Indian Cuisine
nandhini deluxe,No,No,3.6,196,Frazer Town,Casual Dining,600.0,Delivery,North Indian Cuisine
annalakshmi,No,No,3.5,28,Bellandur,Casual Dining,700.0,Dine-out,South Indian Cuisine
kool joint,Yes,No,3.4,8,Basaveshwara Nagar,Others,200.0,Delivery,Fast Food & Street Food
waffle in the box,Yes,No,3.7,0,HSR,Dessert Parlor,300.0,Delivery,Desserts & Beverages
